,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A
70,15/10/11,Liverpool,Man United,1.0,1.0,D,3.0,3.3,2.4
71,15/10/11,Man City,Aston Villa,4.0,1.0,H,1.33,5.0,10.0
72,15/10/11,Norwich,Swansea,3.0,1.0,H,2.2,3.3,3.4
73,15/10/11,QPR,Blackburn,1.0,1.0,D,1.83,3.5,4.5
74,15/10/11,Stoke,Fulham,2.0,0.0,H,2.2,3.2,3.5
75,15/10/11,Wigan,Bolton,1.0,3.0,A,2.3,3.3,3.2
76,16/10/11,Arsenal,Sunderland,2.0,1.0,H,1.44,4.33,7.5
77,16/10/11,Newcastle,Tottenham,2.0,2.0,D,3.0,3.3,2.4
78,16/10/11,West Brom,Wolves,2.0,0.0,H,2.0,3.3,4.0
79,22/10/11,Aston Villa,West Brom,1.0,2.0,A,2.0,3.3,4.0
80,22/10/11,Bolton,Sunderland,0.0,2.0,A,2.2,3.2,3.5
81,22/10/11,Liverpool,Norwich,1.0,1.0,D,1.29,5.5,11.0
82,22/10/11,Newcastle,Wigan,1.0,0.0,H,1.57,3.8,6.5
83,22/10/11,Wolves,Swansea,2.0,2.0,D,2.0,3.4,3.8
84,23/10/11,Arsenal,Stoke,3.0,1.0,H,1.53,4.0,6.5
85,23/10/11,Blackburn,Tottenham,1.0,2.0,A,4.0,3.5,1.91
86,23/10/11,Fulham,Everton,1.0,3.0,A,2.25,3.25,3.3
87,23/10/11,Man United,Man City,1.0,6.0,A,2.0,3.4,3.8
88,23/10/11,QPR,Chelsea,1.0,0.0,H,9.5,5.0,1.33
89,29/10/11,Chelsea,Arsenal,3.0,5.0,A,1.62,4.0,5.5
90,29/10/11,Everton,Man United,0.0,1.0,A,4.5,3.6,1.8
91,29/10/11,Man City,Wolves,3.0,1.0,H,1.17,7.0,19.0
92,29/10/11,Norwich,Blackburn,3.0,3.0,D,1.91,3.6,4.0
93,29/10/11,Sunderland,Aston Villa,2.0,2.0,D,2.1,3.3,3.6
94,29/10/11,Swansea,Bolton,3.0,1.0,H,2.1,3.3,3.6
95,29/10/11,West Brom,Liverpool,0.0,2.0,A,4.0,3.3,2.0
96,29/10/11,Wigan,Fulham,0.0,2.0,A,2.88,3.25,2.5
97,30/10/11,Tottenham,QPR,3.0,1.0,H,1.36,4.75,9.0
98,31/10/11,Stoke,Newcastle,1.0,3.0,A,2.1,3.2,3.8
99,05/11/11,Arsenal,West Brom,3.0,0.0,H,1.4,4.5,8.5
100,05/11/11,Aston Villa,Norwich,3.0,2.0,H,1.83,3.5,4.5
101,05/11/11,Blackburn,Chelsea,0.0,1.0,A,7.5,4.33,1.44
102,05/11/11,Liverpool,Swansea,0.0,0.0,D,1.29,5.5,10.0
103,05/11/11,Man United,Sunderland,1.0,0.0,H,1.25,5.5,13.0
104,05/11/11,Newcastle,Everton,2.0,1.0,H,2.25,3.25,3.3
105,05/11/11,QPR,Man City,2.0,3.0,A,10.0,5.0,1.33
106,06/11/11,Bolton,Stoke,5.0,0.0,H,2.4,3.3,3.0
107,06/11/11,Fulham,Tottenham,1.0,3.0,A,3.25,3.3,2.25
108,06/11/11,Wolves,Wigan,3.0,1.0,H,1.91,3.3,4.33
109,19/11/11,Everton,Wolves,2.0,1.0,H,1.57,3.75,6.5
110,19/11/11,Man City,Newcastle,3.0,1.0,H,1.3,5.5,10.0
111,19/11/11,Norwich,Arsenal,1.0,2.0,A,5.5,3.6,1.67
112,19/11/11,Stoke,QPR,2.0,3.0,A,1.83,3.5,4.5
113,19/11/11,Sunderland,Fulham,0.0,0.0,D,2.3,3.25,3.2
114,19/11/11,Swansea,Man United,0.0,1.0,A,6.5,4.2,1.5
115,19/11/11,West Brom,Bolton,2.0,1.0,H,2.0,3.4,3.8
116,19/11/11,Wigan,Blackburn,3.0,3.0,D,2.5,3.25,2.88
117,20/11/11,Chelsea,Liverpool,1.0,2.0,A,1.83,3.5,4.5
118,21/11/11,Tottenham,Aston Villa,2.0,0.0,H,1.57,4.0,6.0
119,26/11/11,Arsenal,Fulham,1.0,1.0,D,1.44,4.2,8.0
120,26/11/11,Bolton,Everton,0.0,2.0,A,3.1,3.25,2.38
121,26/11/11,Chelsea,Wolves,3.0,0.0,H,1.22,6.0,15.0
122,26/11/11,Man United,Newcastle,1.0,1.0,D,1.4,4.5,8.5
123,26/11/11,Norwich,QPR,2.0,1.0,H,2.1,3.4,3.5
124,26/11/11,Stoke,Blackburn,3.0,1.0,H,1.83,3.5,4.5
125,26/11/11,Sunderland,Wigan,1.0,2.0,A,1.67,3.6,5.5
126,26/11/11,West Brom,Tottenham,1.0,3.0,A,4.0,3.6,1.91
127,27/11/11,Liverpool,Man City,1.0,1.0,D,2.75,3.2,2.63
128,27/11/11,Swansea,Aston Villa,0.0,0.0,D,2.2,3.25,3.4
129,03/12/11,Aston Villa,Man United,0.0,1.0,A,5.0,3.6,1.73
130,03/12/11,Blackburn,Swansea,4.0,2.0,H,2.1,3.4,3.5
131,03/12/11,Man City,Norwich,5.0,1.0,H,1.17,7.0,17.0
132,03/12/11,Newcastle,Chelsea,0.0,3.0,A,3.5,3.4,2.1
133,03/12/11,QPR,West Brom,1.0,1.0,D,2.25,3.3,3.25
134,03/12/11,Tottenham,Bolton,3.0,0.0,H,1.3,5.0,12.0
135,03/12/11,Wigan,Arsenal,0.0,4.0,A,6.0,4.0,1.57
136,04/12/11,Everton,Stoke,0.0,1.0,A,1.67,3.6,5.5
137,04/12/11,Wolves,Sunderland,2.0,1.0,H,2.4,3.3,3.0
138,05/12/11,Fulham,Liverpool,1.0,0.0,H,3.5,3.4,2.1
139,10/12/11,Arsenal,Everton,1.0,0.0,H,1.53,4.0,6.5
140,10/12/11,Bolton,Aston Villa,1.0,2.0,A,2.5,3.3,2.88
141,10/12/11,Liverpool,QPR,1.0,0.0,H,1.33,5.0,10.0
142,10/12/11,Man United,Wolves,4.0,1.0,H,1.22,6.0,15.0
143,10/12/11,Norwich,Newcastle,4.0,2.0,H,2.4,3.4,2.88
144,10/12/11,Swansea,Fulham,2.0,0.0,H,2.63,3.25,2.75
145,10/12/11,West Brom,Wigan,1.0,2.0,A,1.67,3.8,5.25
146,11/12/11,Stoke,Tottenham,2.0,1.0,H,3.75,3.5,2.0
147,11/12/11,Sunderland,Blackburn,2.0,1.0,H,1.83,3.5,4.5
148,12/12/11,Chelsea,Man City,2.0,1.0,H,2.4,3.3,3.0
149,17/12/11,Blackburn,West Brom,1.0,2.0,A,2.38,3.3,3.0
150,17/12/11,Everton,Norwich,1.0,1.0,D,1.62,3.75,6.0
151,17/12/11,Fulham,Bolton,2.0,0.0,H,1.62,3.75,6.0
152,17/12/11,Newcastle,Swansea,0.0,0.0,D,1.8,3.6,4.5
153,17/12/11,Wigan,Chelsea,1.0,1.0,D,9.0,4.75,1.36
154,17/12/11,Wolves,Stoke,1.0,2.0,A,2.5,3.25,2.88
155,18/12/11,Aston Villa,Liverpool,0.0,2.0,A,4.2,3.4,1.91
156,18/12/11,Man City,Arsenal,1.0,0.0,H,1.73,3.75,4.5
157,18/12/11,QPR,Man United,0.0,2.0,A,7.5,4.33,1.44
158,18/12/11,Tottenham,Sunderland,1.0,0.0,H,1.36,4.75,9.0
159,20/12/11,Blackburn,Bolton,1.0,2.0,A,2.1,3.4,3.5
160,20/12/11,Wolves,Norwich,2.0,2.0,D,2.0,3.5,3.75
161,21/12/11,Aston Villa,Arsenal,1.0,2.0,A,5.0,3.6,1.73
162,21/12/11,Everton,Swansea,1.0,0.0,H,1.57,3.75,6.5
163,21/12/11,Fulham,Man United,0.0,5.0,A,5.0,3.6,1.73
164,21/12/11,Man City,Stoke,3.0,0.0,H,1.22,6.0,15.0
165,21/12/11,Newcastle,West Brom,2.0,3.0,A,2.0,3.5,3.75
166,21/12/11,QPR,Sunderland,2.0,3.0,A,2.5,3.3,2.88
167,21/12/11,Wigan,Liverpool,0.0,0.0,D,7.0,4.0,1.5
168,22/12/11,Tottenham,Chelsea,1.0,1.0,D,2.6,3.4,2.7
169,26/12/11,Bolton,Newcastle,0.0,2.0,A,2.5,3.4,2.8
170,26/12/11,Chelsea,Fulham,1.0,1.0,D,1.3,5.0,12.0
171,26/12/11,Liverpool,Blackburn,1.0,1.0,D,1.25,5.5,13.0
172,26/12/11,Man United,Wigan,5.0,0.0,H,1.14,7.5,21.0
173,26/12/11,Stoke,Aston Villa,0.0,0.0,D,1.91,3.4,4.2
174,26/12/11,Sunderland,Everton,1.0,1.0,D,2.4,3.25,3.0
175,26/12/11,West Brom,Man City,0.0,0.0,D,7.0,4.5,1.44
176,27/12/11,Arsenal,Wolves,1.0,1.0,D,1.22,6.0,15.0
177,27/12/11,Norwich,Tottenham,0.0,2.0,A,4.5,3.6,1.8
178,27/12/11,Swansea,QPR,1.0,1.0,D,2.0,3.4,3.8
179,30/12/11,Liverpool,Newcastle,3.0,1.0,H,1.53,4.0,6.5
180,31/12/11,Arsenal,QPR,1.0,0.0,H,1.25,5.5,13.0
181,31/12/11,Bolton,Wolves,1.0,1.0,D,2.2,3.25,3.4
182,31/12/11,Chelsea,Aston Villa,1.0,3.0,A,1.29,5.0,13.0
183,31/12/11,Man United,Blackburn,2.0,3.0,A,1.13,8.0,26.0
184,31/12/11,Norwich,Fulham,1.0,1.0,D,2.6,3.25,2.75
185,31/12/11,Stoke,Wigan,2.0,2.0,D,1.67,3.6,5.5
186,31/12/11,Swansea,Tottenham,1.0,1.0,D,5.5,3.6,1.67
187,01/01/12,Sunderland,Man City,1.0,0.0,H,6.5,4.0,1.53
188,01/01/12,West Brom,Everton,0.0,1.0,A,2.6,3.25,2.75
189,02/01/12,Aston Villa,Swansea,0.0,2.0,A,1.83,3.4,4.75
190,02/01/12,Blackburn,Stoke,1.0,2.0,A,2.5,3.25,2.88
191,02/01/12,Fulham,Arsenal,2.0,1.0,H,4.0,3.5,1.91
192,02/01/12,QPR,Norwich,1.0,2.0,A,2.1,3.4,3.5
193,02/01/12,Wolves,Chelsea,1.0,2.0,A,6.0,4.0,1.57
194,03/01/12,Man City,Liverpool,3.0,0.0,H,1.91,3.4,4.2
195,03/01/12,Tottenham,West Brom,1.0,0.0,H,1.33,5.0,10.0
196,03/01/12,Wigan,Sunderland,1.0,4.0,A,2.63,3.25,2.75
197,04/01/12,Everton,Bolton,1.0,2.0,A,1.5,4.0,7.0
198,04/01/12,Newcastle,Man United,3.0,0.0,H,5.0,3.6,1.73
199,11/01/12,Tottenham,Everton,2.0,0.0,H,1.53,3.8,7.0
200,14/01/12,Aston Villa,Everton,1.0,1.0,D,2.4,3.25,3.0
201,14/01/12,Blackburn,Fulham,3.0,1.0,H,3.0,3.3,2.38
202,14/01/12,Chelsea,Sunderland,1.0,0.0,H,1.4,4.5,8.5
203,14/01/12,Liverpool,Stoke,0.0,0.0,D,1.4,4.33,9.0
204,14/01/12,Man United,Bolton,3.0,0.0,H,1.14,8.0,17.0
205,14/01/12,Tottenham,Wolves,1.0,1.0,D,1.25,5.5,13.0
206,14/01/12,West Brom,Norwich,1.0,2.0,A,2.0,3.4,3.8
207,15/01/12,Newcastle,QPR,1.0,0.0,H,1.73,3.6,5.0
208,15/01/12,Swansea,Arsenal,3.0,2.0,H,4.75,3.5,1.8
209,16/01/12,Wigan,Man City,0.0,1.0,A,9.0,4.33,1.4
210,21/01/12,Bolton,Liverpool,3.0,1.0,H,6.0,3.75,1.62
211,21/01/12,Everton,Blackburn,1.0,1.0,D,1.53,4.0,6.5
212,21/01/12,Fulham,Newcastle,5.0,2.0,H,2.0,3.4,3.8
213,21/01/12,Norwich,Chelsea,0.0,0.0,D,5.5,4.0,1.62
214,21/01/12,QPR,Wigan,3.0,1.0,H,2.0,3.4,3.8
215,21/01/12,Stoke,West Brom,1.0,2.0,A,1.91,3.4,4.2
216,21/01/12,Sunderland,Swansea,2.0,0.0,H,1.91,3.4,4.2
217,21/01/12,Wolves,Aston Villa,2.0,3.0,A,2.5,3.25,2.88
218,22/01/12,Arsenal,Man United,1.0,2.0,A,2.8,3.4,2.5
219,22/01/12,Man City,Tottenham,3.0,2.0,H,1.91,3.6,4.0
220,31/01/12,Everton,Man City,1.0,0.0,H,4.33,3.5,1.85
221,31/01/12,Man United,Stoke,2.0,0.0,H,1.33,5.0,10.0
222,31/01/12,Swansea,Chelsea,1.0,1.0,D,4.0,3.25,2.0
223,31/01/12,Tottenham,Wigan,3.0,1.0,H,1.22,6.0,15.0
224,31/01/12,Wolves,Liverpool,0.0,3.0,A,5.0,3.8,1.7
225,01/02/12,Aston Villa,QPR,2.0,2.0,D,1.8,3.5,4.75
226,01/02/12,Blackburn,Newcastle,0.0,2.0,A,2.63,3.3,2.7
227,01/02/12,Bolton,Arsenal,0.0,0.0,D,5.0,3.75,1.7
228,01/02/12,Fulham,West Brom,1.0,1.0,D,1.83,3.5,4.5
229,01/02/12,Sunderland,Norwich,3.0,0.0,H,1.91,3.5,4.2
230,04/02/12,Arsenal,Blackburn,7.0,1.0,H,1.29,5.5,11.0
231,04/02/12,Man City,Fulham,3.0,0.0,H,1.3,5.5,10.0
232,04/02/12,Norwich,Bolton,2.0,0.0,H,2.0,3.5,3.75
233,04/02/12,QPR,Wolves,1.0,2.0,A,1.91,3.6,4.0
234,04/02/12,Stoke,Sunderland,0.0,1.0,A,2.25,3.25,3.3
235,04/02/12,West Brom,Swansea,1.0,2.0,A,2.1,3.3,3.6
236,04/02/12,Wigan,Everton,1.0,1.0,D,3.5,3.4,2.1
237,05/02/12,Chelsea,Man United,3.0,3.0,D,2.5,3.3,2.88
238,05/02/12,Newcastle,Aston Villa,2.0,1.0,H,2.0,3.4,3.8
239,06/02/12,Liverpool,Tottenham,0.0,0.0,D,2.0,3.4,3.8
240,11/02/12,Blackburn,QPR,3.0,2.0,H,2.38,3.3,3.0
241,11/02/12,Bolton,Wigan,1.0,2.0,A,2.0,3.5,3.75
242,11/02/12,Everton,Chelsea,2.0,0.0,H,3.25,3.3,2.25
243,11/02/12,Fulham,Stoke,2.0,1.0,H,1.91,3.5,4.0
244,11/02/12,Man United,Liverpool,2.0,1.0,H,1.85,3.6,4.33
245,11/02/12,Sunderland,Arsenal,1.0,2.0,A,3.5,3.4,2.1
246,11/02/12,Swansea,Norwich,2.0,3.0,A,1.83,3.5,4.5
247,11/02/12,Tottenham,Newcastle,5.0,0.0,H,1.44,4.33,7.5
248,12/02/12,Aston Villa,Man City,0.0,1.0,A,5.5,3.6,1.67
249,12/02/12,Wolves,West Brom,1.0,5.0,A,2.5,3.25,2.88
250,25/02/12,Chelsea,Bolton,3.0,0.0,H,1.29,5.5,11.0
251,25/02/12,Man City,Blackburn,3.0,0.0,H,1.17,7.0,17.0
252,25/02/12,Newcastle,Wolves,2.0,2.0,D,1.57,4.0,6.0
253,25/02/12,QPR,Fulham,0.0,1.0,A,2.63,3.25,2.75
254,25/02/12,West Brom,Sunderland,4.0,0.0,H,2.4,3.25,3.0
255,25/02/12,Wigan,Aston Villa,0.0,0.0,D,2.75,3.25,2.63
256,26/02/12,Arsenal,Tottenham,5.0,2.0,H,2.5,3.4,2.75
257,26/02/12,Norwich,Man United,1.0,2.0,A,6.5,4.0,1.53
258,26/02/12,Stoke,Swansea,2.0,0.0,H,2.1,3.4,3.5
259,03/03/12,Blackburn,Aston Villa,1.0,1.0,D,2.38,3.4,3.0
260,03/03/12,Liverpool,Arsenal,1.0,2.0,A,2.0,3.5,3.75
261,03/03/12,Man City,Bolton,2.0,0.0,H,1.13,8.5,21.0
262,03/03/12,QPR,Everton,1.0,1.0,D,3.1,3.25,2.38
263,03/03/12,Stoke,Norwich,1.0,0.0,H,1.83,3.5,4.5
264,03/03/12,West Brom,Chelsea,1.0,0.0,H,4.2,3.4,1.91
265,03/03/12,Wigan,Swansea,0.0,2.0,A,2.5,3.25,2.88
266,04/03/12,Fulham,Wolves,5.0,0.0,H,1.57,3.75,6.5
267,04/03/12,Newcastle,Sunderland,1.0,1.0,D,2.1,3.4,3.5
268,04/03/12,Tottenham,Man United,1.0,3.0,A,2.88,3.4,2.4
269,10/03/12,Aston Villa,Fulham,1.0,0.0,H,2.5,3.25,2.88
270,10/03/12,Bolton,QPR,2.0,1.0,H,2.5,3.25,2.88
271,10/03/12,Chelsea,Stoke,1.0,0.0,H,1.4,4.5,8.5
272,10/03/12,Everton,Tottenham,1.0,0.0,H,2.88,3.25,2.5
273,10/03/12,Sunderland,Liverpool,1.0,0.0,H,3.8,3.4,2.0
274,10/03/12,Wolves,Blackburn,0.0,2.0,A,2.38,3.3,3.0
275,11/03/12,Man United,West Brom,2.0,0.0,H,1.29,5.5,11.0
276,11/03/12,Norwich,Wigan,1.0,1.0,D,1.83,3.6,4.33
277,11/03/12,Swansea,Man City,1.0,0.0,H,6.0,3.75,1.62
278,12/03/12,Arsenal,Newcastle,2.0,1.0,H,1.44,4.33,7.5
279,13/03/12,Liverpool,Everton,3.0,0.0,H,1.73,3.4,5.5
280,17/03/12,Fulham,Swansea,0.0,3.0,A,1.83,3.5,4.5
281,17/03/12,Wigan,West Brom,1.0,1.0,D,2.75,3.3,2.6
282,18/03/12,Newcastle,Norwich,1.0,0.0,H,1.8,3.6,4.5
283,18/03/12,Wolves,Man United,0.0,5.0,A,9.0,5.0,1.33
284,20/03/12,Blackburn,Sunderland,2.0,0.0,H,2.4,3.4,2.88
285,21/03/12,Everton,Arsenal,0.0,1.0,A,3.0,3.4,2.3
286,21/03/12,Man City,Chelsea,2.0,1.0,H,1.91,3.6,4.0
287,21/03/12,QPR,Liverpool,3.0,2.0,H,5.0,3.6,1.73
288,21/03/12,Tottenham,Stoke,1.0,1.0,D,1.4,4.5,8.5
289,24/03/12,Arsenal,Aston Villa,3.0,0.0,H,1.33,5.0,10.0
290,24/03/12,Bolton,Blackburn,2.0,1.0,H,2.4,3.4,2.9
291,24/03/12,Chelsea,Tottenham,0.0,0.0,D,1.83,3.6,4.33
292,24/03/12,Liverpool,Wigan,1.0,2.0,A,1.29,5.5,11.0
293,24/03/12,Norwich,Wolves,2.0,1.0,H,1.73,3.75,4.75
294,24/03/12,Stoke,Man City,1.0,1.0,D,6.0,3.75,1.62
295,24/03/12,Sunderland,QPR,3.0,1.0,H,2.0,3.4,3.8
296,24/03/12,Swansea,Everton,0.0,2.0,A,2.2,3.25,3.4
297,25/03/12,West Brom,Newcastle,1.0,3.0,A,2.3,3.4,3.1
298,26/03/12,Man United,Fulham,1.0,0.0,H,1.22,6.0,15.0
299,31/03/12,Aston Villa,Chelsea,2.0,4.0,A,4.5,3.5,1.83
300,31/03/12,Everton,West Brom,2.0,0.0,H,1.83,3.5,4.5
301,31/03/12,Fulham,Norwich,2.0,1.0,H,1.7,3.75,5.0
302,31/03/12,Man City,Sunderland,3.0,3.0,D,1.22,6.5,12.0
303,31/03/12,QPR,Arsenal,2.0,1.0,H,5.5,4.2,1.57
304,31/03/12,Wigan,Stoke,2.0,0.0,H,2.63,3.25,2.75
305,31/03/12,Wolves,Bolton,2.0,3.0,A,2.3,3.4,3.1
306,01/04/12,Newcastle,Liverpool,2.0,0.0,H,2.88,3.4,2.4
307,01/04/12,Tottenham,Swansea,3.0,1.0,H,1.4,4.5,8.5
308,02/04/12,Blackburn,Man United,0.0,2.0,A,9.0,4.75,1.36
309,06/04/12,Swansea,Newcastle,0.0,2.0,A,2.4,3.4,2.88
310,07/04/12,Bolton,Fulham,0.0,3.0,A,2.6,3.3,2.75
311,07/04/12,Chelsea,Wigan,2.0,1.0,H,1.25,6.0,12.0
312,07/04/12,Liverpool,Aston Villa,1.0,1.0,D,1.44,4.33,7.5
313,07/04/12,Norwich,Everton,2.0,2.0,D,3.0,3.3,2.4
314,07/04/12,Stoke,Wolves,2.0,1.0,H,1.57,4.0,6.0
315,07/04/12,Sunderland,Tottenham,0.0,0.0,D,3.3,3.4,2.2
316,07/04/12,West Brom,Blackburn,3.0,0.0,H,1.91,3.6,4.0
317,08/04/12,Arsenal,Man City,1.0,0.0,H,2.4,3.4,2.88
318,08/04/12,Man United,QPR,2.0,0.0,H,1.17,7.5,15.0
319,09/04/12,Aston Villa,Stoke,1.0,1.0,D,2.2,3.3,3.4
320,09/04/12,Everton,Sunderland,4.0,0.0,H,1.83,3.5,4.5
321,09/04/12,Fulham,Chelsea,1.0,1.0,D,3.5,3.4,2.1
322,09/04/12,Newcastle,Bolton,2.0,0.0,H,1.53,4.2,6.0
323,09/04/12,Tottenham,Norwich,1.0,2.0,A,1.29,5.5,11.0
324,10/04/12,Blackburn,Liverpool,2.0,3.0,A,3.5,3.4,2.1
325,11/04/12,Man City,West Brom,4.0,0.0,H,1.25,5.5,13.0
326,11/04/12,QPR,Swansea,3.0,0.0,H,2.1,3.4,3.5
327,11/04/12,Wigan,Man United,1.0,0.0,H,9.0,4.75,1.36
328,11/04/12,Wolves,Arsenal,0.0,3.0,A,7.0,4.5,1.44
329,14/04/12,Norwich,Man City,1.0,6.0,A,6.0,4.2,1.53
330,14/04/12,Sunderland,Wolves,0.0,0.0,D,1.5,4.2,6.5
331,14/04/12,Swansea,Blackburn,3.0,0.0,H,1.91,3.5,4.0
332,14/04/12,West Brom,QPR,1.0,0.0,H,2.1,3.4,3.5
333,15/04/12,Man United,Aston Villa,4.0,0.0,H,1.22,6.5,13.0
334,16/04/12,Arsenal,Wigan,1.0,2.0,A,1.25,6.0,12.0
335,21/04/12,Arsenal,Chelsea,0.0,0.0,D,2.0,3.6,3.6
336,21/04/12,Aston Villa,Sunderland,0.0,0.0,D,2.3,3.3,3.2
337,21/04/12,Blackburn,Norwich,2.0,0.0,H,2.1,3.4,3.5
338,21/04/12,Bolton,Swansea,1.0,1.0,D,2.2,3.3,3.4
339,21/04/12,Fulham,Wigan,2.0,1.0,H,1.91,3.6,4.0
340,21/04/12,Newcastle,Stoke,3.0,0.0,H,1.67,3.75,5.5
341,21/04/12,QPR,Tottenham,1.0,0.0,H,4.0,3.6,1.91
342,22/04/12,Liverpool,West Brom,0.0,1.0,A,1.44,4.33,7.5
343,22/04/12,Man United,Everton,4.0,4.0,D,1.3,5.0,11.0
344,22/04/12,Wolves,Man City,0.0,2.0,A,12.0,6.5,1.22
345,24/04/12,Aston Villa,Bolton,1.0,2.0,A,1.91,3.5,4.0
346,28/04/12,Everton,Fulham,4.0,0.0,H,1.83,3.5,4.5
347,28/04/12,Norwich,Liverpool,0.0,3.0,A,3.8,3.4,2.0
348,28/04/12,Stoke,Arsenal,1.0,1.0,D,4.33,3.6,1.83
349,28/04/12,Sunderland,Bolton,2.0,2.0,D,2.0,3.5,3.75
350,28/04/12,Swansea,Wolves,4.0,4.0,D,1.53,4.0,6.5
351,28/04/12,West Brom,Aston Villa,0.0,0.0,D,2.1,3.4,3.5
352,28/04/12,Wigan,Newcastle,4.0,0.0,H,2.8,3.4,2.5
353,29/04/12,Chelsea,QPR,6.0,1.0,H,1.4,4.5,8.5
354,29/04/12,Tottenham,Blackburn,2.0,0.0,H,1.36,5.0,8.0
355,30/04/12,Man City,Man United,1.0,0.0,H,2.1,3.5,3.4
356,01/05/12,Liverpool,Fulham,0.0,1.0,A,1.62,4.0,5.5
357,01/05/12,Stoke,Everton,1.0,1.0,D,2.75,3.25,2.6
358,02/05/12,Bolton,Tottenham,1.0,4.0,A,4.0,3.6,1.91
359,02/05/12,Chelsea,Newcastle,0.0,2.0,A,1.5,4.33,6.5
360,05/05/12,Arsenal,Norwich,3.0,3.0,D,1.22,6.5,12.0
361,06/05/12,Aston Villa,Tottenham,1.0,1.0,D,4.2,3.75,1.83
362,06/05/12,Bolton,West Brom,2.0,2.0,D,2.0,3.5,3.75
363,06/05/12,Fulham,Sunderland,2.0,1.0,H,1.83,3.6,4.33
364,06/05/12,Man United,Swansea,2.0,0.0,H,1.17,7.0,17.0
365,06/05/12,Newcastle,Man City,0.0,2.0,A,5.0,4.0,1.67
366,06/05/12,QPR,Stoke,1.0,0.0,H,1.83,3.75,4.2
367,06/05/12,Wolves,Everton,0.0,0.0,D,5.0,3.75,1.7
368,07/05/12,Blackburn,Wigan,0.0,1.0,A,2.4,3.5,2.88
369,08/05/12,Liverpool,Chelsea,4.0,1.0,H,2.1,3.5,3.4
370,13/05/12,Chelsea,Blackburn,2.0,1.0,H,1.3,5.5,10.0
371,13/05/12,Everton,Newcastle,3.0,1.0,H,2.2,3.5,3.2
372,13/05/12,Man City,QPR,3.0,2.0,H,1.13,9.0,19.0
373,13/05/12,Norwich,Aston Villa,2.0,0.0,H,2.2,3.4,3.25
374,13/05/12,Stoke,Bolton,2.0,2.0,D,2.38,3.5,2.88
375,13/05/12,Sunderland,Man United,0.0,1.0,A,7.0,4.5,1.44
376,13/05/12,Swansea,Liverpool,1.0,0.0,H,3.4,3.5,2.1
377,13/05/12,Tottenham,Fulham,2.0,0.0,H,1.4,4.5,8.5
378,13/05/12,West Brom,Arsenal,2.0,3.0,A,5.0,4.0,1.67
379,13/05/12,Wigan,Wolves,3.0,2.0,H,1.57,4.0,6.0
0,19/08/06,Arsenal,Aston Villa,1.0,1.0,D,1.28,4.5,13.0
1,19/08/06,Bolton,Tottenham,2.0,0.0,H,2.62,3.2,2.6
2,19/08/06,Everton,Watford,2.0,1.0,H,1.66,3.4,5.5
3,19/08/06,Newcastle,Wigan,2.0,1.0,H,1.72,3.5,4.75
4,19/08/06,Portsmouth,Blackburn,3.0,0.0,H,2.3,3.1,3.1
5,19/08/06,Reading,Middlesbrough,3.0,2.0,H,2.5,3.1,2.8
6,19/08/06,Sheffield United,Liverpool,1.0,1.0,D,6.0,3.8,1.53
7,19/08/06,West Ham,Charlton,3.0,1.0,H,2.0,3.2,3.75
8,20/08/06,Chelsea,Man City,3.0,0.0,H,1.22,5.5,13.0
9,20/08/06,Man United,Fulham,5.0,1.0,H,1.22,5.5,13.0
10,22/08/06,Tottenham,Sheffield United,2.0,0.0,H,1.5,3.75,7.0
11,22/08/06,Watford,West Ham,1.0,1.0,D,2.87,3.2,2.4
12,23/08/06,Aston Villa,Reading,2.0,1.0,H,1.9,3.25,4.0
13,23/08/06,Blackburn,Everton,1.0,1.0,D,2.3,3.1,3.1
14,23/08/06,Charlton,Man United,0.0,3.0,A,7.5,3.6,1.5
15,23/08/06,Fulham,Bolton,1.0,1.0,D,2.4,3.2,2.87
16,23/08/06,Man City,Portsmouth,0.0,0.0,D,2.2,3.1,3.1
17,23/08/06,Middlesbrough,Chelsea,2.0,1.0,H,8.5,3.75,1.44
18,26/08/06,Charlton,Bolton,2.0,0.0,H,2.5,3.1,2.8
19,26/08/06,Fulham,Sheffield United,1.0,0.0,H,1.9,3.25,4.0
20,26/08/06,Liverpool,West Ham,2.0,1.0,H,1.44,4.0,7.5
21,26/08/06,Man City,Arsenal,1.0,0.0,H,5.5,3.6,1.61
22,26/08/06,Tottenham,Everton,0.0,2.0,A,1.72,3.4,5.0
23,26/08/06,Watford,Man United,1.0,2.0,A,7.5,4.33,1.4
24,26/08/06,Wigan,Reading,1.0,0.0,H,1.9,3.25,4.0
25,27/08/06,Aston Villa,Newcastle,2.0,0.0,H,2.37,3.1,3.0
26,27/08/06,Blackburn,Chelsea,0.0,2.0,A,6.5,3.6,1.53
27,28/08/06,Middlesbrough,Portsmouth,0.0,4.0,A,2.0,3.2,3.75
28,09/09/06,Arsenal,Middlesbrough,1.0,1.0,D,1.33,4.33,10.0
29,09/09/06,Bolton,Watford,1.0,0.0,H,1.66,3.4,5.5
30,09/09/06,Chelsea,Charlton,2.0,1.0,H,1.2,5.5,17.0
31,09/09/06,Everton,Liverpool,3.0,0.0,H,3.75,3.2,2.0
32,09/09/06,Man United,Tottenham,1.0,0.0,H,1.5,3.75,7.0
33,09/09/06,Newcastle,Fulham,1.0,2.0,A,1.72,3.4,5.0
